"No,Provinsi Asal,Covid19+ Total,Covid19+ Dirawat,Covid19+ Sembuh,""Covid19+ "
"Meninggal"",Covid19+ Isolasi,,Covid19+ Total,Covid19+ Dirawat,Covid19+ Sembuh,""Covid19+ "
"Meninggal"",Covid19+ Isolasi,,,,17-Jan,Kasus Harian,18-Jan,17-Jan,Sembuh Harian,18-Jan,17-Jan,Meninggal Dunia Harian,18-Jan"
"1,Aceh,""35,577"",""6,316"",""27,604"",""1,657"",,0,""35,784"",""6,041"",""28,061"",""1,682"",,0,1,Aceh,""35,577"",207,""35,784"",""27,604"",457,""28,061"",""1,657"",25,""1,682"""
"2,Bali,""109,865"",""4,437"",""101,725"",""3,703"",,0,""110,121"",""4,606"",""101,796"",""3,719"",,0,2,Bali,""109,865"",256,""110,121"",""101,725"",71,""101,796"",""3,703"",16,""3,719"""
"3,Banten,""128,308"",""2,384"",""123,094"",""2,830"",,0,""128,397"",""2,320"",""123,245"",""2,832"",,0,3,Banten,""128,308"",89,""128,397"",""123,094"",151,""123,245"",""2,830"",2,""2,832"""
"4,Bangka Belitung,""49,390"",""3,355"",""44,722"",""1,313"",,0,""49,588"",""3,275"",""44,991"",""1,322"",,0,4,Bangka Belitung,""49,390"",198,""49,588"",""44,722"",269,""44,991"",""1,313"",9,""1,322"""
"5,Bengkulu,""22,841"",""1,031"",""21,420"",390,,0,""22,869"",949,""21,529"",391,,0,5,Bengkulu,""22,841"",28,""22,869"",""21,420"",109,""21,529"",390,1,391"
"6,DI Yogyakarta,""164,264"",""4,126"",""154,283"",""5,855"",,0,""164,486"",""3,779"",""154,847"",""5,860"",,0,6,DI Yogyakarta,""164,264"",222,""164,486"",""154,283"",564,""154,847"",""5,855"",5,""5,860"""
"7,DKI Jakarta,""854,168"",""1,454"",""836,644"",""13,411"",""2,659"",0,""854,436"",""1,418"",""837,033"",""13,431"",""2,554"",0,7,DKI Jakarta,""854,168"",268,""854,436"",""836,644"",389,""837,033"",""13,411"",20,""13,431"""
"8,Jambi,""28,970"",""1,294"",""26,938"",738,,0,""29,033"",""1,217"",""27,076"",740,,0,8,Jambi,""28,970"",63,""29,033"",""26,938"",138,""27,076"",738,2,740"
"9,Jawa Barat,""706,173"",""4,790"",""681,850"",""18,240"",""1,293"",0,""706,545"",""5,074"",""681,850"",""18,242"",""1,379"",0,9,Jawa Barat,""706,173"",372,""706,545"",""681,850"",0,""681,850"",""18,240"",2,""18,242"""
"10,Jawa Tengah,""628,229"",""4,818"",""582,067"",""41,344"",,0,""628,436"",""4,710"",""582,365"",""41,361"",,0,10,Jawa Tengah,""628,229"",207,""628,436"",""582,067"",298,""582,365"",""41,344"",17,""41,361"""
